"","trip_distance","type","month","velocity","date","awnd","prcp","snwd","tmax","tmin","tsun"
"872",5184.35699842706,"bike","10",2.09978007226693,2020-10-25,26,5,0,117,72,NA
"873",4238.34347438475,"bike","09",2.81057259574586,2020-09-18,37,0,0,211,128,NA
"874",3701.93326034167,"bike","10",4.49809630661199,2020-10-26,18,5,0,150,106,NA
"875",2124.33408,"taxi","11",4.39820720496894,2020-11-14,21,0,0,111,56,NA
"876",8224.5230494931,"bike","10",4.52892238408211,2020-10-02,17,10,0,183,117,NA
"877",7853.59872,"taxi","07",12.4265802531646,2020-07-22,13,361,0,333,222,NA
"878",3945.82668789298,"bike","05",2.302115920591,2021-05-13,17,0,0,222,100,NA
"879",1287.4752,"taxi","04",5.54946206896552,2021-04-18,16,0,0,178,94,NA
"880",3122.12736,"taxi","04",4.24779232653061,2021-04-24,18,0,0,222,111,NA
"881",1593.25056,"taxi","03",3.79345371428571,2021-03-25,16,3,0,200,94,NA
"882",1293.7953102327,"bike","06",4.75660040526729,2020-06-20,8,0,0,300,211,NA
"883",997.79328,"taxi","10",5.51267005524862,2020-10-14,19,0,0,194,100,NA
"884",7177.74558563503,"bike","04",4.74091518205748,2021-04-08,19,0,0,211,94,NA
"885",1878.42352694681,"bike","11",4.89172793475732,2020-11-04,15,0,0,167,44,NA
"886",2717.09574327458,"bike","04",4.37535546421027,2021-04-16,30,10,0,117,50,NA
"887",12343.66848,"taxi","10",6.47621641133263,2020-10-30,34,163,0,83,28,NA
"888",4506.1632,"taxi","09",5.39014736842105,2020-09-28,13,5,0,250,206,NA
"889",1381.82131454699,"bike","03",2.85500271600618,2021-03-31,22,89,0,194,100,NA
"890",3119.37781007179,"bike","07",3.21585341244514,2020-07-02,15,0,0,333,200,NA
"891",2655.4176,"taxi","04",6.49246356968215,2021-04-17,23,0,0,133,61,NA
"892",3685.39776,"taxi","04",6.13210941763727,2021-04-20,19,0,0,244,117,NA
"893",1432.31616,"taxi","02",5.07913531914894,2021-02-11,27,25,230,6,-32,NA
"894",1126.5408,"taxi","10",2.56615216400911,2020-10-19,11,0,0,183,106,NA
"895",5471.7696,"taxi","02",4.45221285598047,2021-02-22,15,132,80,39,0,NA
"896",1500.09359976261,"bike","09",3.64100388291896,2020-09-16,12,0,0,217,133,NA
"897",1815.1540199753,"bike","06",2.30057543723105,2020-06-13,NA,0,0,239,150,NA
"898",1699.59830872242,"bike","10",2.59480657820217,2020-10-21,6,0,0,200,150,NA
"899",5954.5728,"taxi","11",5.73658265895954,2020-11-01,26,102,0,128,61,NA
"900",1190.91456,"taxi","02",3.36416542372881,2021-02-17,32,0,80,11,-55,NA
